LEISHMANIOSE VISCERAL - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Piauí
Casos confirmados por Município de notificação e Mês Notificação
Período:2021
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"220060 ANGICAL DO PIAUI";-;-;-;-;-;-;-;-;-;1;-;-;1
"220120 BARRAS";-;-;-;-;-;1;-;-;-;-;-;-;1
"220340 DOM EXPEDITO LOPES";-;-;-;-;-;-;-;-;-;-;1;1;2
"220390 FLORIANO";-;-;-;-;-;-;-;-;-;-;1;1;2
"220520 JAICOS";-;-;-;1;-;-;-;-;-;-;-;-;1
"220700 OEIRAS";-;-;-;-;-;-;-;-;-;-;-;1;1
"220770 PARNAIBA";2;1;-;1;1;-;1;-;-;1;1;-;8
"220780 PAULISTANA";-;-;-;-;-;-;1;-;-;-;-;-;1
"220800 PICOS";-;-;-;-;-;-;-;1;1;-;-;-;2
"220987 SAO JOAO DA FRONTEIRA";-;1;-;-;-;-;-;-;-;-;-;-;1
"221050 SAO PEDRO DO PIAUI";-;-;-;1;-;-;1;-;-;-;-;-;2
"221060 SAO RAIMUNDO NONATO";1;-;-;-;-;-;-;-;-;-;-;-;1
"221097 TANQUE DO PIAUI";-;-;-;-;-;-;-;-;-;-;1;-;1
"221100 TERESINA";4;4;7;7;4;7;9;8;5;5;2;3;65
"Total";7;6;7;10;5;8;12;9;6;7;6;6;89
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
  Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
  Excluídas duplicidades de dados de 2007 a 2021.
  Dados validados pela Grupo Técnico de Leishmanioses/CGZV/DEDT/SVSA/MS.
  Dados a partir de 2020 referentes ao estado do Espírito Santo são oriundos do Sistema de Informação e-SUS VS, em uso pelo estado desde janeiro de 2020.
  A partir de 2020 foi realizado a incorporação pela CGZV os dados do e-SUS VE ES aos dados do banco nacional.
  Dados de 2007 atualizados em 12/05/2009.
  Dados de 2008 atualizados em 23/02/2010.
  Dados de 2009 atualizados em 03/09/2010.
  Dados de 2010 atualizados em 05/12/2011.
  Dados de 2011 atualizados em 27/08/2012.
  Dados de 2012 atualizados em 30/10/2013.
  Dados de 2013 atualizados em 28/08/2014.
  Dados de 2014 atualizados em 21/08/2015.
  Dados de 2015 atualizados em 14/10/2016.
  Dados de 2016 atualizados em 13/09/2017.
  Dados de 2017 atualizados em 05/09/2018.
  Dados de 2018 atualizados em 01/10/2019.
  Dados de 2019 atualizados em 11/08/2020.
  Dados de 2020 atualizados em 08/10/2021.
  Dados de 2021 atualizados em 14/09/2022.
  Dados de 2022 atualizados em 03/03/2023, sujeitos à revisão.
 *Dados disponibilizados no TABNET em março de 2023
 
